id	minute	city	visit_times
20493	1203	湖南省	9
20494	281	江西省	127
20495	393	山西省	102
20496	1053	湖南省	11
20497	1002	江西省	16
20498	1347	辽宁省	22
20499	1353	福建省	18
20500	393	辽宁省	178
20501	282	山西省	44
20502	1061	陕西省	9
20503	1006	重庆市	12
20504	17	河南省	76
20505	1356	山西省	2
20506	284	贵州省	48
20507	758	辽宁省	141
20508	1066	重庆市	11
20509	1085	贵州省	2
20510	20	湖南省	41
20511	590	重庆市	144
20512	761	广西壮族自治区	76
20513	1360	河北省	11
20514	4	湖南省	30
20515	26	海南省	112
20516	1091	湖北省	25
20517	590	云南省	85
20518	1362	江苏省	39
20519	775	安徽省	81
20520	7	云南省	3
20521	27	全球 	64
20522	1095	上海市	85
20523	595	河北省	198
20524	783	天津市	81
20525	1376	天津市	3
20526	138	广西壮族自治区	117
20527	200	辽宁省	128
20528	1101	陕西省	10
20529	655	内蒙古自治区	20
20530	1380	甘肃省	4
20531	786	吉林省	85
20532	139	河北省	108
20533	201	辽宁省	132
20534	1388	海南省	2
20535	405	河南省	317
20536	1192	安徽省	9
20537	1384	贵州省	1
20538	658	贵州省	96
20539	910	黑龙江省	35
20540	150	辽宁省	157
20541	1389	安徽省	32
20542	201	青海省	2
20543	660	宁夏回族自治区	2
20544	910	北京市	517
20545	127	海南省	36
20546	151	吉林省	73
20547	298	全球 	140
20548	1396	广西壮族自治区	4
20549	664	山东省	110
20550	130	湖北省	246
20551	913	安徽省	29
20552	215	贵州省	106
20553	303	浙江省	332
20554	1410	贵州省	4
20555	767	上海市	466
20556	923	江苏省	116
20557	137	贵州省	24
20558	216	吉林省	137
20559	1411	新疆维吾尔自治区	1
20560	303	江西省	101
20561	772	福建省	204
20562	925	宁夏回族自治区	3
20563	487	贵州省	47
20564	1194	广西壮族自治区	1
20565	1413	北京市	95
20566	306	福建省	123
20567	249	辽宁省	91
20568	219	吉林省	33
20569	491	河南省	229
20570	1199	上海市	59
20571	772	湖南省	152
20572	1145	河南省	14
20573	99	陕西省	153
20574	461	江苏省	405
20575	717	浙江省	497
20576	250	山西省	28
20577	1200	江苏省	15
20578	220	福建省	232
20579	1169	山东省	12
20580	102	宁夏回族自治区	6
20581	881	甘肃省	53
20582	467	山东省	366
20583	1200	云南省	16
20584	718	广东省	880
20585	222	陕西省	123
20586	372	河北省	210
20587	343	海南省	14
20588	471	广西壮族自治区	88
20589	1204	吉林省	4
20590	892	辽宁省	127
20591	112	陕西省	124
20592	719	贵州省	22
20593	1358	辽宁省	12
20594	1421	四川省	37
20595	326	全球	3
20596	349	河南省	158
20597	1371	上海市	102
20598	527	安徽省	147
20599	376	黑龙江省	54
20600	117	贵州省	42
20601	1427	河南省	20
20602	904	全球 	160
20603	1371	湖南省	16
20604	1429	江西省	18
20605	334	新疆维吾尔自治区	17
20606	382	新疆维吾尔自治区	17
20607	355	广西壮族自治区	33
20608	534	新疆维吾尔自治区	24
20609	121	福建省	191
20610	908	安徽省	28
20611	337	江苏省	263
20612	384	全球	26
20613	1378	湖南省	16
20614	554	江苏省	314
20615	1431	湖南省	7
20616	1383	湖南省	15
20617	575	内蒙古自治区	58
20618	158	全球	2
20619	399	广西壮族自治区	103
20620	1010	河南省	44
20621	341	云南省	57
20622	1438	安徽省	45
20623	1385	山西省	2
20624	674	内蒙古自治区	44
20625	11	湖北省	48
20626	576	江苏省	421
20627	1016	贵州省	2
20628	183	河南省	254
20629	130	贵州省	29
20630	483	山西省	139
20631	12	贵州省	4
20632	685	全球 	40
20633	427	北京市	1186
20634	578	河南省	278
20635	358	湖南省	207
20636	248	内蒙古自治区	10
20637	1020	黑龙江省	3
20638	140	天津市	55
20639	252	湖北省	246
20640	147	湖南省	167
20641	718	上海市	359
20642	192	湖南省	137
20643	359	陕西省	163
20644	580	黑龙江省	49
20645	428	山西省	67
20646	256	辽宁省	107
20647	215	江西省	193
20648	1024	黑龙江省	4
20649	832	福建省	230
20650	374	宁夏回族自治区	3
20651	328	全球 	129
20652	193	天津市	90
20653	434	福建省	329
20654	363	天津市	132
20655	484	辽宁省	125
20656	581	浙江省	449
20657	840	北京市	857
20658	340	河南省	168
20659	488	福建省	276
20660	424	北京市	1482
20661	718	湖北省	215
20662	436	甘肃省	12
20663	199	全球	4
20664	1026	内蒙古自治区	8
20665	366	云南省	34
20666	584	天津市	66
20667	840	广西壮族自治区	97
20668	443	全球 	206
20669	1027	江苏省	37
20670	345	西藏自治区	1
20671	562	重庆市	127
20672	587	青海省	3
20673	841	贵州省	66
20674	452	黑龙江省	63
20675	350	四川省	427
20676	563	河南省	365
20677	1031	湖南省	19
20678	950	海南省	9
20679	843	浙江省	552
20680	704	浙江省	358
20681	425	湖南省	203
20682	351	浙江省	462
20683	730	福建省	206
20684	565	甘肃省	9
20685	709	北京市	696
20686	1105	福建省	18
20687	432	宁夏回族自治区	10
20688	847	海南省	31
20689	842	黑龙江省	52
20690	959	江西省	22
20691	356	四川省	494
20692	570	安徽省	211
20693	716	河北省	146
20694	1107	陕西省	10
20695	1288	湖北省	16
20696	550	贵州省	36
20697	652	北京市	624
20698	577	黑龙江省	47
20699	798	湖北省	277
20700	1121	湖南省	10
20701	1289	内蒙古自治区	4
20702	577	湖南省	114
20703	559	四川省	539
20704	697	广东省	840
20705	826	福建省	276
20706	1122	内蒙古自治区	5
20707	586	浙江省	393
20708	1294	全球 	55
20709	671	河南省	188
20710	810	辽宁省	87
20711	832	辽宁省	182
20712	1300	浙江省	37
20713	608	内蒙古自治区	19
20714	1133	山西省	1
20715	813	湖南省	170
20716	679	内蒙古自治区	35
20717	849	山西省	72
20718	1305	河南省	13
20719	610	四川省	401
20720	1138	全球 	86
20721	814	内蒙古自治区	13
20722	1291	福建省	20
20723	851	海南省	12
20724	71	广西壮族自治区	28
20725	815	重庆市	98
20726	1292	山东省	43
20727	437	山西省	140
20728	986	重庆市	16
20729	448	新疆维吾尔自治区	15
20730	997	湖南省	18
20731	854	河南省	153
20732	75	辽宁省	128
20733	1253	浙江省	40
20734	1300	江西省	23
20735	834	山东省	189
20736	999	黑龙江省	7
20737	835	全球 	92
20738	1003	全球	1
20739	1145	浙江省	43
20740	77	甘肃省	5
20741	63	山西省	14
20742	1261	北京市	116
20743	1005	青海省	1
20744	840	辽宁省	220
20745	618	海南省	13
20746	79	河北省	122
20747	1155	河北省	10
20748	80	天津市	108
20749	1261	辽宁省	12
20750	847	云南省	32
20751	1071	江西省	10
20752	175	重庆市	201
20753	948	吉林省	37
20754	448	全球	11
20755	1078	天津市	16
20756	950	广西壮族自治区	22
20757	500	吉林省	91
20758	240	贵州省	12
20759	1088	山西省	2
20760	449	山东省	267
20761	1091	云南省	4
20762	113	新疆维吾尔自治区	2
20763	411	陕西省	253
20764	1262	全球 	107
20765	801	重庆市	117
20766	1093	湖北省	23
20767	1280	上海市	61
20768	311	云南省	28
20769	803	内蒙古自治区	12
20770	1387	山西省	2
20771	1282	河北省	41
20772	317	江西省	82
20773	318	山西省	59
20774	1282	甘肃省	1
20775	819	广西壮族自治区	55
20776	325	云南省	87
20777	1393	福建省	14
20778	1283	重庆市	8
20779	1285	福建省	18
20780	392	内蒙古自治区	23
20781	1287	青海省	1
20782	394	陕西省	231
20783	1290	湖北省	15
20784	471	青海省	1
20785	1291	浙江省	44
20786	480	云南省	93
20787	1296	河南省	16
20788	749	江西省	157
20789	1300	湖北省	14
20790	754	内蒙古自治区	13
20791	1300	云南省	2
20792	755	江西省	150
20793	1263	陕西省	11
20794	116	辽宁省	151
20795	507	海南省	26
20796	760	河南省	376
20797	414	浙江省	571
20798	1302	新疆维吾尔自治区	1
20799	1268	湖南省	11
20800	121	山西省	39
20801	510	浙江省	464
20802	418	河南省	157
20803	787	浙江省	380
20804	1310	甘肃省	1
20805	1274	贵州省	2
20806	250	湖北省	152
20807	512	福建省	284
20808	423	上海市	788
20809	918	山东省	187
20810	70	海南省	56
20811	1274	新疆维吾尔自治区	1
20812	250	广东省	877
20813	544	云南省	68
20814	75	海南省	30
20815	423	山东省	297
20816	919	新疆维吾尔自治区	23
20817	849	福建省	155
20818	1395	浙江省	38
20819	1325	天津市	5
20820	260	山西省	28
20821	79	湖南省	96
20822	423	天津市	76
20823	921	河南省	61
20824	634	吉林省	32
20825	1326	安徽省	9
20826	375	山东省	245
20827	415	宁夏回族自治区	8
20828	924	全球 	99
20829	495	江西省	160
20830	737	广东省	1309
20831	1326	新疆维吾尔自治区	1
20832	406	山东省	273
20833	417	青海省	1
20834	1141	河北省	12
20835	498	青海省	2
20836	740	重庆市	84
20837	1345	河南省	14
20838	407	甘肃省	31
20839	496	山东省	404
20840	501	河南省	216
20841	741	浙江省	314
20842	1151	贵州省	2
20843	1347	广西壮族自治区	3
20844	483	甘肃省	20
20845	508	贵州省	65
20846	1244	广西壮族自治区	2
20847	744	内蒙古自治区	25
20848	1152	广西壮族自治区	2
20849	513	辽宁省	266
20850	488	辽宁省	220
20851	1246	辽宁省	12
20852	746	安徽省	143
20853	1157	山东省	11
20854	539	广东省	1500
20855	719	吉林省	86
20856	1248	北京市	94
20857	869	江西省	126
20858	1167	陕西省	14
20859	546	上海市	652
20860	720	内蒙古自治区	51
20861	1252	海南省	1
20862	870	陕西省	106
20863	1286	浙江省	44
20864	1257	吉林省	1
20865	1167	辽宁省	11
20866	725	贵州省	7
20867	625	海南省	16
20868	870	山西省	62
20869	1319	辽宁省	12
20870	1296	山西省	2
20871	1173	陕西省	13
20872	728	福建省	191
20873	626	天津市	67
20874	1398	全球 	110
20875	1398	山东省	12
20876	871	吉林省	14
20877	1321	安徽省	9
20878	120	福建省	191
20879	176	贵州省	72
20880	1303	辽宁省	12
20881	867	山西省	74
20882	1413	内蒙古自治区	4
20883	1414	上海市	103
20884	936	广西壮族自治区	36
20885	1331	湖北省	18
20886	121	吉林省	23
20887	1305	内蒙古自治区	3
20888	176	黑龙江省	80
20889	868	北京市	720
20890	1416	全球 	53
20891	123	海南省	20
20892	936	吉林省	28
20893	1306	广东省	126
20894	868	四川省	283
20895	103	黑龙江省	91
20896	1339	新疆维吾尔自治区	1
20897	361	海南省	27
20898	106	天津市	147
20899	192	青海省	2
20900	123	上海市	558
20901	16	青海省	1
20902	945	宁夏回族自治区	3
20903	872	浙江省	212
20904	1344	湖南省	5
20905	364	天津市	85
20906	194	山西省	49
20907	199	黑龙江省	58
20908	152	四川省	259
20909	19	浙江省	166
20910	1044	海南省	21
20911	928	福建省	122
20912	1344	青海省	1
20913	562	江西省	127
20914	343	天津市	47
20915	348	黑龙江省	80
20916	157	安徽省	206
20917	1045	湖北省	32
20918	562	贵州省	35
20919	21	广东省	254
20920	1349	湖南省	7
20921	929	内蒙古自治区	9
20922	583	福建省	225
20923	585	湖北省	202
20924	1047	上海市	91
20925	159	湖北省	202
20926	637	宁夏回族自治区	3
20927	585	福建省	110
20928	26	辽宁省	44
20929	1350	天津市	6
20930	934	陕西省	145
20931	588	陕西省	227
20932	1053	浙江省	60
20933	1214	黑龙江省	4
20934	32	内蒙古自治区	18
20935	187	河南省	219
20936	936	河南省	64
20937	608	北京市	719
20938	14	山西省	24
20939	613	福建省	133
20940	1054	吉林省	7
20941	35	广东省	389
20942	1215	四川省	17
20943	364	辽宁省	200
20944	18	浙江省	48
20945	616	重庆市	63
20946	1015	海南省	19
20947	616	福建省	161
20948	948	河南省	44
20949	1424	重庆市	4
20950	39	甘肃省	6
20951	366	西藏自治区	1
20952	1231	重庆市	16
20953	20	广东省	191
20954	1019	青海省	1
20955	1433	安徽省	8
20956	40	天津市	10
20957	1231	天津市	4
20958	563	安徽省	131
20959	24	江西省	75
20960	1020	四川省	138
20961	64	湖北省	230
20962	1232	重庆市	16
20963	573	陕西省	273
20964	143	内蒙古自治区	37
20965	35	贵州省	6
20966	1020	吉林省	10
20967	1239	广东省	107
20968	76	天津市	69
20969	148	四川省	370
20970	646	辽宁省	131
20971	38	贵州省	8
20972	1027	天津市	11
20973	60	四川省	127
20974	210	湖北省	281
20975	149	新疆维吾尔自治区	25
20976	648	辽宁省	128
20977	39	云南省	6
20978	1030	吉林省	16
20979	81	天津市	79
20980	213	全球	11
20981	651	吉林省	38
20982	1033	山西省	35
20983	202	黑龙江省	24
20984	225	山西省	211
20985	94	宁夏回族自治区	17
20986	1106	辽宁省	10
20987	296	重庆市	53
20988	805	安徽省	83
20989	297	浙江省	314
20990	327	山西省	50
20991	1112	天津市	24
20992	299	吉林省	97
20993	701	辽宁省	205
20994	816	重庆市	103
20995	332	重庆市	119
20996	459	广西壮族自治区	115
20997	301	海南省	10
20998	1114	浙江省	66
20999	334	福建省	139
21000	462	全球	5
21001	810	吉林省	146
21002	527	上海市	551
21003	1115	内蒙古自治区	5
21004	430	山西省	172
21005	464	湖南省	167
21006	812	浙江省	455
21007	1116	新疆维吾尔自治区	1
21008	527	全球	12
21009	441	宁夏回族自治区	6
21010	529	广东省	1523
21011	813	贵州省	5
21012	530	全球 	144
21013	169	宁夏回族自治区	6
21014	450	黑龙江省	85
21015	529	贵州省	15
21016	814	贵州省	8
21017	531	陕西省	272
21018	228	全球	3
21019	457	广东省	1510
21020	985	广西壮族自治区	16
21021	529	全球	10
21022	534	浙江省	555
21023	231	湖北省	198
21024	707	云南省	18
21025	1003	河北省	35
21026	531	内蒙古自治区	29
21027	235	山东省	214
21028	534	重庆市	202
21029	714	青海省	2
21030	1004	广西壮族自治区	5
21031	531	新疆维吾尔自治区	88
21032	536	全球	35
21033	715	福建省	158
21034	235	全球 	86
21035	1006	河北省	73
21036	552	江苏省	283
21037	312	宁夏回族自治区	2
21038	549	吉林省	39
21039	1213	安徽省	9
21040	1075	福建省	61
21041	674	陕西省	149
21042	1214	山东省	13
21043	324	海南省	9
21044	554	安徽省	214
21045	1079	全球 	41
21046	685	福建省	170
21047	393	广西壮族自治区	89
21048	557	重庆市	171
21049	1221	甘肃省	1
21050	1400	甘肃省	4
21051	1037	河南省	18
21052	557	贵州省	22
21053	1228	安徽省	15
21054	396	山东省	359
21055	1404	广西壮族自治区	4
21056	1038	吉林省	8
21057	473	重庆市	325
21058	559	天津市	143
21059	1228	江西省	6
21060	101	内蒙古自治区	42
21061	1045	浙江省	83
21062	678	黑龙江省	71
21063	474	湖南省	131
21064	1233	黑龙江省	3
21065	103	四川省	302
21066	1055	陕西省	23
21067	1237	贵州省	2
21068	685	广西壮族自治区	109
21069	189	全球	20
21070	1057	浙江省	80
21071	476	山东省	319
21072	412	宁夏回族自治区	82
21073	53	海南省	26
21074	190	全球 	147
21075	1420	吉林省	18
21076	478	重庆市	200
21077	191	新疆维吾尔自治区	6
21078	413	重庆市	118
21079	58	陕西省	37
21080	1433	黑龙江省	2
21081	751	贵州省	11
21082	60	云南省	15
21083	192	陕西省	144
21084	416	河北省	242
21085	1435	云南省	2
21086	757	北京市	871
21087	416	宁夏回族自治区	8
21088	88	云南省	91
21089	193	江西省	134
21090	1438	天津市	4
21091	788	河北省	145
21092	196	海南省	20
21093	421	湖南省	195
21094	2	河北省	10
21095	92	山东省	342
21096	912	四川省	114
21097	197	新疆维吾尔自治区	51
21098	501	安徽省	213
21099	3	上海市	148
21100	94	湖南省	134
21101	912	山东省	141
21102	353	辽宁省	124
21103	270	湖南省	83
21104	504	广西壮族自治区	40
21105	972	甘肃省	3
21106	354	广西壮族自治区	59
21107	274	江西省	88
21108	511	江苏省	461
21109	975	海南省	4
21110	1023	湖南省	22
21111	518	浙江省	510
21112	546	陕西省	353
21113	975	内蒙古自治区	25
21114	1023	吉林省	22
21115	591	广西壮族自治区	28
21116	735	新疆维吾尔自治区	9
21117	975	山西省	3
21118	1026	河北省	31
21119	736	广东省	1304
21120	593	湖北省	317
21121	737	吉林省	46
21122	1186	海南省	2
21123	604	四川省	219
21124	1029	贵州省	2
21125	744	全球	1
21126	1192	山东省	11
21127	665	山东省	176
21128	1033	广西壮族自治区	27
21129	745	河北省	79
21130	1193	湖北省	22
21131	668	山西省	129
21132	1109	江西省	21
21133	862	重庆市	88
21134	1351	内蒙古自治区	7
21135	669	江西省	142
21136	1114	广西壮族自治区	3
21137	877	四川省	353
21138	1353	山东省	13
21139	765	山东省	173
21140	1136	江苏省	26
21141	931	四川省	209
21142	1362	山东省	10
21143	765	甘肃省	11
21144	576	河北省	223
21145	938	湖北省	116
21146	1373	吉林省	4
21147	766	全球	2
21148	579	甘肃省	15
21149	945	河北省	52
21150	1380	内蒙古自治区	4
21151	772	浙江省	409
21152	580	安徽省	247
21153	993	甘肃省	3
21154	1381	广西壮族自治区	4
21155	583	天津市	106
21156	774	海南省	36
21157	996	甘肃省	3
21158	1383	江苏省	19
21159	878	重庆市	86
21160	583	宁夏回族自治区	9
21161	882	湖南省	93
21162	125	福建省	241
21163	1005	云南省	12
21164	584	海南省	18
21165	885	福建省	159
21166	134	吉林省	105
21167	1006	贵州省	2
21168	947	云南省	6
21169	888	陕西省	117
21170	243	黑龙江省	33
21171	1073	北京市	96
21172	952	广西壮族自治区	45
21173	248	吉林省	32
21174	895	贵州省	16
21175	1076	陕西省	40
21176	271	江西省	79
21177	254	陕西省	129
21178	897	天津市	53
21179	1088	辽宁省	9
21180	285	全球	2
21181	905	湖南省	100
21182	374	陕西省	146
21183	1102	广东省	160
21184	293	内蒙古自治区	13
21185	906	贵州省	7
21186	398	浙江省	689
21187	996	重庆市	78
21188	517	陕西省	215
21189	399	北京市	1255
21190	1398	江苏省	34
21191	1004	全球 	59
21192	408	黑龙江省	94
21193	518	北京市	1281
21194	1006	广西壮族自治区	5
21195	1400	安徽省	9
21196	483	北京市	1347
21197	518	新疆维吾尔自治区	16
21198	1079	河北省	10
21199	1400	贵州省	3
21200	485	天津市	89
21201	520	贵州省	24
21202	1082	重庆市	13
21203	492	福建省	359
21204	1403	全球	1
21205	600	河南省	322
21206	1088	广东省	151
21207	1405	湖南省	12
21208	730	河北省	172
21209	602	宁夏回族自治区	3
21210	1088	上海市	56
21211	1406	辽宁省	16
21212	657	北京市	548
21213	835	海南省	16
21214	1096	上海市	68
21215	842	辽宁省	167
21216	663	全球	4
21217	1407	河南省	20
21218	1103	湖北省	22
21219	665	新疆维吾尔自治区	7
21220	847	陕西省	204
21221	1412	贵州省	3
21222	1386	吉林省	8
21223	764	贵州省	45
21224	1415	海南省	2
21225	1405	广东省	161
21226	507	陕西省	245
21227	769	重庆市	122
21228	1044	黑龙江省	27
21229	770	陕西省	165
21230	507	安徽省	161
21231	1416	江西省	12
21232	1045	四川省	91
21233	770	浙江省	334
21234	509	全球 	114
21235	192	河南省	376
21236	1060	黑龙江省	3
21237	896	河北省	115
21238	539	安徽省	140
21239	198	贵州省	18
21240	1061	河北省	10
21241	900	河南省	98
21242	540	辽宁省	108
21243	347	浙江省	594
21244	1068	辽宁省	9
21245	901	新疆维吾尔自治区	40
21246	545	全球 	152
21247	349	新疆维吾尔自治区	9
21248	902	福建省	238
21249	1420	上海市	161
21250	351	新疆维吾尔自治区	9
21251	547	江西省	139
21252	905	江西省	63
21253	1423	河北省	13
21254	575	陕西省	280
21255	170	新疆维吾尔自治区	9
21256	631	甘肃省	6
21257	1430	陕西省	72
21258	576	重庆市	100
21259	171	天津市	100
21260	1434	江苏省	31
21261	636	浙江省	328
21262	576	海南省	19
21263	174	河北省	196
21264	0	湖南省	9
21265	636	湖北省	275
21266	616	湖南省	68
21267	239	内蒙古自治区	17
21268	140	山西省	43
21269	862	青海省	2
21270	958	吉林省	10
21271	240	安徽省	93
21272	220	北京市	898
21273	864	辽宁省	175
21274	802	海南省	21
21275	324	陕西省	169
21276	221	山西省	119
21277	930	陕西省	179
21278	820	福建省	377
21279	324	黑龙江省	24
21280	328	广东省	847
21281	820	内蒙古自治区	13
21282	931	宁夏回族自治区	21
21283	387	重庆市	158
21284	931	甘肃省	4
21285	332	河南省	116
21286	829	天津市	47
21287	395	河南省	257
21288	336	云南省	31
21289	933	全球 	96
21290	850	海南省	11
21291	472	江西省	112
21292	337	吉林省	100
21293	935	甘肃省	7
21294	850	青海省	2
21295	474	天津市	103
21296	340	河北省	121
21297	939	天津市	14
21298	1017	吉林省	10
21299	476	全球 	192
21300	434	甘肃省	11
21301	141	辽宁省	162
21302	1017	内蒙古自治区	6
21303	476	青海省	17
21304	793	黑龙江省	58
21305	147	宁夏回族自治区	7
21306	1022	云南省	6
21307	477	辽宁省	187
21308	793	广西壮族自治区	49
21309	148	山东省	176
21310	1023	湖北省	58
21311	757	福建省	189
21312	797	黑龙江省	92
21313	215	天津市	70
21314	1026	广西壮族自治区	18
21315	757	广东省	1283
21316	798	云南省	41
21317	777	江苏省	336
21318	1029	北京市	181
21319	219	宁夏回族自治区	8
21320	1031	山西省	5
21321	822	江西省	199
21322	1035	黑龙江省	5
21323	777	贵州省	28
21324	823	重庆市	71
21325	327	黑龙江省	23
21326	778	辽宁省	161
21327	1108	广东省	146
21328	824	海南省	9
21329	331	天津市	70
21330	782	四川省	322
21331	1125	河南省	14
21332	828	河南省	263
21333	333	云南省	53
21334	788	辽宁省	92
21335	1131	云南省	3
21336	828	湖南省	114
21337	338	宁夏回族自治区	5
21338	922	云南省	31
21339	1136	安徽省	8
21340	425	江西省	70
21341	850	陕西省	147
21342	927	海南省	7
21343	1137	吉林省	3
21344	853	海南省	12
21345	425	全球	8
21346	174	广东省	1335
21347	861	广西壮族自治区	63
21348	429	西藏自治区	1
21349	233	山西省	115
21350	97	福建省	207
21351	99	贵州省	15
21352	234	全球	4
21353	430	安徽省	140
21354	194	上海市	584
21355	317	湖北省	179
21356	437	江西省	106
21357	194	云南省	79
21358	447	河南省	252
21359	321	浙江省	393
21360	352	西藏自治区	1
21361	455	陕西省	338
21362	322	天津市	72
21363	575	广西壮族自治区	55
21364	705	福建省	134
21365	387	辽宁省	179
21366	578	广西壮族自治区	52
21367	714	内蒙古自治区	75
21368	396	青海省	4
21369	606	江西省	65
21370	472	安徽省	166
21371	791	宁夏回族自治区	13
21372	607	广东省	1031
21373	472	河北省	191
21374	800	内蒙古自治区	15
21375	611	山东省	158
21376	802	天津市	64
21377	1140	广西壮族自治区	2
21378	474	山西省	162
21379	949	广西壮族自治区	32
21380	824	山东省	173
21381	475	陕西省	265
21382	954	四川省	157
21383	855	江西省	91
21384	752	天津市	40
21385	1219	吉林省	3
21386	1280	海南省	1
21387	859	四川省	251
21388	1147	内蒙古自治区	4
21389	759	河北省	102
21390	860	江苏省	154
21391	1219	贵州省	1
21392	776	江西省	251
21393	1290	江苏省	20
21394	777	浙江省	349
21395	1144	河北省	10
21396	1151	广东省	191
21397	1224	安徽省	13
21398	1147	江苏省	25
21399	777	甘肃省	47
21400	1235	北京市	83
21401	777	内蒙古自治区	30
21402	45	黑龙江省	16
21403	1157	甘肃省	4
21404	1294	天津市	6
21405	1152	江苏省	26
21406	45	宁夏回族自治区	1
21407	779	黑龙江省	63
21408	114	河北省	111
21409	1153	云南省	4
21410	1302	青海省	1
21411	1157	四川省	17
21412	46	海南省	7
21413	912	湖北省	182
21414	120	浙江省	395
21415	1303	广东省	124
21416	919	黑龙江省	34
21417	1172	江西省	11
21418	156	山西省	32
21419	61	吉林省	16
21420	1306	青海省	1
21421	112	吉林省	36
21422	926	宁夏回族自治区	22
21423	1311	北京市	65
21424	161	内蒙古自治区	44
21425	117	辽宁省	115
21426	1314	湖南省	4
21427	264	河南省	159
21428	164	陕西省	260
21429	162	全球	2
21430	64	云南省	82
21431	269	西藏自治区	16
21432	1216	上海市	114
21433	71	湖南省	45
21434	1228	河北省	6
21435	179	安徽省	143
21436	72	黑龙江省	147
21437	1231	吉林省	3
21438	76	河北省	115
21439	1231	贵州省	1
21440	77	福建省	200
21441	1242	海南省	1
21442	412	内蒙古自治区	43
21443	84	江苏省	452
21444	417	重庆市	150
21445	92	浙江省	443
21446	494	北京市	1202
21447	260	重庆市	49
21448	496	内蒙古自治区	59
21449	263	河南省	194
21450	513	内蒙古自治区	41
21451	276	湖北省	193
21452	270	青海省	2
21453	363	广西壮族自治区	71
21454	544	四川省	418
21455	282	西藏自治区	1
21456	619	山西省	70
21457	520	山东省	249
21458	620	宁夏回族自治区	6
21459	283	全球 	89
21460	591	甘肃省	31
21461	365	安徽省	114
21462	633	全球	2
21463	598	江苏省	278
21464	736	吉林省	61
21465	603	山东省	220
21466	738	宁夏回族自治区	2
21467	289	海南省	8
21468	569	天津市	78
21469	963	河南省	65
21470	739	天津市	73
21471	968	全球	1
21472	745	山东省	301
21473	969	浙江省	128
21474	746	内蒙古自治区	32
21475	972	黑龙江省	15
21476	867	山东省	176
21477	663	海南省	21
21478	876	全球	1
21479	290	甘肃省	8
21480	644	山西省	47
21481	665	全球 	102
21482	933	北京市	434
21483	669	全球 	88
21484	947	黑龙江省	32
21485	1181	甘肃省	2
21486	1040	浙江省	62
21487	1183	湖南省	17
21488	1043	辽宁省	7
21489	699	黑龙江省	43
21490	517	河南省	265
21491	1188	浙江省	113
21492	1045	重庆市	17
21493	807	海南省	39
21494	518	河南省	339
21495	1190	上海市	52
21496	808	湖南省	91
21497	1046	山东省	16
21498	520	浙江省	376
21499	1206	甘肃省	2
21500	811	江西省	195
21501	1050	全球 	35
21502	522	安徽省	141
21503	1213	黑龙江省	3
21504	770	宁夏回族自治区	2
21505	522	青海省	1
21506	1428	山东省	10
21507	1215	陕西省	11
21508	775	云南省	47
21509	590	江苏省	405
21510	1435	广西壮族自治区	7
21511	1227	四川省	27
21512	1362	福建省	17
21513	590	青海省	4
21514	1437	云南省	2
21515	1231	河南省	9
21516	1363	福建省	17
21517	596	海南省	23
21518	1438	广西壮族自治区	7
21519	1234	北京市	89
21520	1372	广东省	123
21521	146	江西省	153
21522	601	新疆维吾尔自治区	16
21523	880	江西省	86
21524	1239	辽宁省	12
21525	146	青海省	14
21526	214	安徽省	143
21527	884	甘肃省	19
21528	132	广东省	1275
21529	656	山西省	47
21530	215	青海省	1
21531	1242	陕西省	10
21532	221	海南省	28
21533	901	北京市	605
21534	225	重庆市	94
21535	905	新疆维吾尔自治区	24
21536	330	西藏自治区	1
21537	249	全球	7
21538	337	陕西省	124
21539	657	河南省	147
21540	42	四川省	114
21541	379	江西省	104
21542	658	陕西省	179
21543	337	安徽省	188
21544	53	重庆市	19
21545	385	安徽省	172
21546	660	湖南省	58
21547	431	山西省	146
21548	61	浙江省	206
21549	1002	全球	1
21550	441	安徽省	147
21551	663	云南省	57
21552	83	山西省	137
21553	1007	青海省	16
21554	444	浙江省	534
21555	91	北京市	757
21556	768	海南省	14
21557	1075	广西壮族自治区	4
21558	266	江西省	103
21559	448	四川省	341
21560	772	贵州省	30
21561	1080	黑龙江省	3
21562	452	江苏省	413
21563	881	山东省	120
21564	1096	广西壮族自治区	4
21565	268	江苏省	258
21566	457	河北省	129
21567	1097	江苏省	25
21568	899	山西省	29
21569	907	宁夏回族自治区	6
21570	269	河南省	215
21571	791	山西省	72
21572	1104	新疆维吾尔自治区	1
21573	909	四川省	178
21574	793	河南省	155
21575	1391	湖南省	73
21576	800	青海省	1
21577	270	辽宁省	97
21578	197	江西省	363
21579	804	宁夏回族自治区	13
21580	270	广东省	901
21581	1177	江苏省	14
21582	197	湖南省	130
21583	1179	福建省	24
21584	345	北京市	865
21585	352	浙江省	621
21586	1195	重庆市	11
21587	575	上海市	485
21588	270	安徽省	81
21589	1204	海南省	1
21590	577	天津市	69
21591	1208	云南省	7
21592	276	西藏自治区	1
21593	577	甘肃省	64
21594	1209	陕西省	12
21595	285	甘肃省	8
21596	588	江西省	95
21597	1350	吉林省	2
21598	611	河北省	106
21599	293	广东省	829
21600	1377	湖北省	15
21601	615	湖北省	266
21602	517	上海市	675
21603	1383	北京市	96
21604	616	浙江省	404
21605	519	浙江省	501
21606	128	陕西省	106
21607	952	江苏省	115
21608	591	内蒙古自治区	93
